ucid,content_pretty_name,content_kind,difficulty,subject,learning_stage,level1_id,level2_id,level3_id,level4_id
DRTrxTZ3EjiwnJUUqIsOLCqDQihuHkqux4RSUOkk2sA=,【基礎】圓周角與其所對的弧,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,bxb8stIZjmMwCcJDMx6GxgMVJmASONmhXU7Z/H7+1Tk=
NbBubQKT4fanKTDFR8SmEerTmNXGgdkwtP8ovb9/AHg=,【基礎】半圓、平行弦,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,bxb8stIZjmMwCcJDMx6GxgMVJmASONmhXU7Z/H7+1Tk=
zHDjrBKb5lNSncPDp2hPXdb1zXdHj1Y/iQvzW7DTaIQ=,【基礎】弦切角,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,bxb8stIZjmMwCcJDMx6GxgMVJmASONmhXU7Z/H7+1Tk=
5zb/E6kSp+5Gs/Qc8wv83Dy5jLIhJ0UabdQmsqOQsXs=,【基礎】圓內角,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,bxb8stIZjmMwCcJDMx6GxgMVJmASONmhXU7Z/H7+1Tk=
GqjrKOz5f3VIEoX3SIXFX4c0u+ZQf78K7jEausPq1zY=,【基礎】圓外角,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,bxb8stIZjmMwCcJDMx6GxgMVJmASONmhXU7Z/H7+1Tk=
YVNOK+AhFjUEHxCvwUmqSSiYmGqD98ZGZrp5l+7UAFg=,【基礎】圓內接四邊形,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,bxb8stIZjmMwCcJDMx6GxgMVJmASONmhXU7Z/H7+1Tk=
Vj19/FOJ9nuzsw/E4T14ddKY6iiZGnG+3fxiJSvbiD4=,【基礎】圓冪性質,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,bxb8stIZjmMwCcJDMx6GxgMVJmASONmhXU7Z/H7+1Tk=
9lNlcOPdqsxv4gFKj/l373+cK9Dfus5eNNsvjHY1yos=,【基礎】內冪性質,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,bxb8stIZjmMwCcJDMx6GxgMVJmASONmhXU7Z/H7+1Tk=
yf0UgImLKDdaX3kKo0G5iCMShvG7/CRgxqj0RC42kN0=,【進階】圓形,Exercise,hard,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,V2BW7DfJ2aUyOPW4uNOCs0JrnU/miU/14v6wRcbl59E=
jE1Pn6eb/odIa2Xtuki0YOh7gk0BCjq9q2oE+AJb1QQ=,【進階】圓心角的應用,Exercise,hard,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,bxb8stIZjmMwCcJDMx6GxgMVJmASONmhXU7Z/H7+1Tk=
ABO0BTpEYfMxm7ab5QAZhbOUJGui6N8h7ohJBPwlkDA=,【進階】圓周角的應用,Exercise,hard,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,bxb8stIZjmMwCcJDMx6GxgMVJmASONmhXU7Z/H7+1Tk=
mrG4s2qdh44vRQsx7/T2OnjSJj8UzM23ODdwSHYMNFQ=,【進階】圓內角的應用,Exercise,hard,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,bxb8stIZjmMwCcJDMx6GxgMVJmASONmhXU7Z/H7+1Tk=
AWydRuHu2+cX0wAcWh9RcQJnBs4mFdeObcCzF1yM17A=,【進階】圓外角的應用,Exercise,hard,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,bxb8stIZjmMwCcJDMx6GxgMVJmASONmhXU7Z/H7+1Tk=
R5pBjwxHhlwD8Iv1qdtR9VtjKwfWBVuh5P0UM3eQg7Y=,【進階】圓的幾何性質應用,Exercise,hard,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,bxb8stIZjmMwCcJDMx6GxgMVJmASONmhXU7Z/H7+1Tk=
nLHQ1qJlj3kW0aZ1DY+O6yD5N474TKSw+L1lDDMnnOA=,點與圓的關係,Exercise,unset,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,OjEr2SRBJ+3UWodm3SSoEv8Ak4SYmFRUsvqb+RIo4wI=
VoHrX2UnJ3IU2DdxSNj+Bbm9zCM0xLPSoYevLWFeGD8=,圓的切線性質,Exercise,unset,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,OjEr2SRBJ+3UWodm3SSoEv8Ak4SYmFRUsvqb+RIo4wI=
Ym0eyAFdpBdYOyWEgTUn+a/muxXKbk5ahnGiGgmJ4BE=,圓的切線應用,Exercise,unset,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,OjEr2SRBJ+3UWodm3SSoEv8Ak4SYmFRUsvqb+RIo4wI=
2Q4i17ObOkd2Yb449DHA1IBEBnZ/7EImF3FYztgI+dk=,兩圓的位置關係應用,Exercise,unset,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,OjEr2SRBJ+3UWodm3SSoEv8Ak4SYmFRUsvqb+RIo4wI=
g+QrAwIOrKpsjGfixPcsV8mYJ11PnKrFOt+JL386CZk=,公切線應用,Exercise,unset,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,OjEr2SRBJ+3UWodm3SSoEv8Ak4SYmFRUsvqb+RIo4wI=
KRStnam9HyVFJNcPipeCdLCojuvcpEJluG+TnIQa/Qo=,弦心距的應用,Exercise,unset,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,OjEr2SRBJ+3UWodm3SSoEv8Ak4SYmFRUsvqb+RIo4wI=
xVyrQ6TU4c+yEZR+Fly4rGn3mt9kpDpIAqmrnlVqOsA=,【一般】圓形,Exercise,normal,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,APMXggE9pI1fpPhZYSwqSQGw/eQmPpLFBY7s9oBPWIk=,V2BW7DfJ2aUyOPW4uNOCs0JrnU/miU/14v6wRcbl59E=
pCMaU32mbXzBUo97xzQ8N2IV9uQoBgqqdfOz6dcl9RM=,【基礎】認識點與線,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,x6ydbyAZ5cg/SPyo/WvjhfZ4RkUk89e10PElUmNMwf0=
bhl5niycEORGZd9uw9vrbmuxJKvPUJT7TabweC0W77M=,【基礎】認識角,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,x6ydbyAZ5cg/SPyo/WvjhfZ4RkUk89e10PElUmNMwf0=
+DlgHAr1GtoQgtGqwoen6pt4/ayVRO+rMaCVZ7jGCHE=,【基礎】餘角與補角、對頂角,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,x6ydbyAZ5cg/SPyo/WvjhfZ4RkUk89e10PElUmNMwf0=
WkiJbEtcQ/6K9mzb+6b/b9MvUag94v5b3NTx6TRIcn8=,【基礎】三角形的分類,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,x6ydbyAZ5cg/SPyo/WvjhfZ4RkUk89e10PElUmNMwf0=
8xpaZEEZJ6206ep4as56VEyc5msrupMEjwLCnFKp7LQ=,【基礎】四邊形的分類,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,x6ydbyAZ5cg/SPyo/WvjhfZ4RkUk89e10PElUmNMwf0=
eIXu+dbL2Ej0/ZO+/PYSUzo1dTaTEqy1S2TGCSUlLAA=,【基礎】認識多邊形,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,x6ydbyAZ5cg/SPyo/WvjhfZ4RkUk89e10PElUmNMwf0=
/OENQOL30zwAXAy3IN1FbzZFfjfOLaynYaW3w6bk2gw=,【基礎】認識圓、扇形、弓形,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,x6ydbyAZ5cg/SPyo/WvjhfZ4RkUk89e10PElUmNMwf0=
3Eu8lfUzzxW5b7/tSAH3gjzZMSa5Zu0vZJEc8avjHqQ=,【基礎】扇形的周長與面積,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,x6ydbyAZ5cg/SPyo/WvjhfZ4RkUk89e10PElUmNMwf0=
KnnV92Q4yuuCVckJy9mwIY9AjLwwiUnTPus2pCC1FYo=,【基礎】垂直與平分,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,89RocbyyNx+xc7EKlfi5UK01nJEHYvTugfXfq0QsZyk=
oVxTuTeb3r2r9kzjJBtC875rvwJ9k4YjqpmptbNVwaI=,【基礎】線對稱圖形,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,89RocbyyNx+xc7EKlfi5UK01nJEHYvTugfXfq0QsZyk=
mE6rCLdazwHjJQ+97f8SLUFEAFoZSGD+UnwBvtxU/iQ=,【基礎】判斷線對稱圖形的對稱軸,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,89RocbyyNx+xc7EKlfi5UK01nJEHYvTugfXfq0QsZyk=
wzK9LGOjC7Om6cUDilMUGE3wYXuPD6EX+6TS832183c=,【基礎】直角三角形的邊長關係,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,89RocbyyNx+xc7EKlfi5UK01nJEHYvTugfXfq0QsZyk=
qL32qjAo+JiSXztqNQlcTqRuI0e7ki0ohCVe1gkp4h8=,【基礎】直角三角形、等腰三角形與正三角形的邊長關係,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,89RocbyyNx+xc7EKlfi5UK01nJEHYvTugfXfq0QsZyk=
aaqqTl3AwAAh2Zu0fBTrKYA+Jgnh5Xcn3VznWez5WJU=,【基礎】尺規作圖：線段,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,GRXFjQaVbZ24DjZbPyvTqyhJvbrMZLU9XCu5V/k2gfY=
AFUszjsf6svmUlda54hgkgrK1VBaoOplWgUuvdf6qHU=,【基礎】尺規作圖：角,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,GRXFjQaVbZ24DjZbPyvTqyhJvbrMZLU9XCu5V/k2gfY=
Ro29/9OFIon5Y4nq4ptN7g7LWevKCWual3GGUaKeYYw=,【基礎】尺規作圖：垂線與分角線,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,GRXFjQaVbZ24DjZbPyvTqyhJvbrMZLU9XCu5V/k2gfY=
QkM4hin94znSQ6Dj6MkPpYBAjcEKA0u+2HbJyCWol3I=,【一般】複合圖形的面積,Exercise,normal,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,x6ydbyAZ5cg/SPyo/WvjhfZ4RkUk89e10PElUmNMwf0=
/ejwQaTpw8saI8XVEo0mo08Yf2ko9KW5lwBJRlO8/dM=,【一般】特殊三角形應用,Exercise,normal,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,89RocbyyNx+xc7EKlfi5UK01nJEHYvTugfXfq0QsZyk=
Q6oyQv4evP1EzfiPfaiyLQUS1mHQgoz+d7J7zk+zxbs=,【一般】尺規作圖的概念與應用,Exercise,normal,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,QdGKgDnnqgC77msy0sEBtbf4K+UaE00QCPNJJveO6l8=,GRXFjQaVbZ24DjZbPyvTqyhJvbrMZLU9XCu5V/k2gfY=
qdz1OAuC9qg0p/4BrA4V1fBXexshZHZxt32IjY+UduM=,【基礎】認識截線與截角,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,gNfvqveMYfgA/24bthu07e23yBnXcBBhU8/Zl7V5Mw4=,/nyJKZrBXSE5ydGKIY+VGbOg9rKMzeydY83O8V1y4jU=
DmF26Iww/ia0ys9by6NpVRp+OxwD5keuuqZ+CbR56FA=,【基礎】應用平行線截線性質,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,gNfvqveMYfgA/24bthu07e23yBnXcBBhU8/Zl7V5Mw4=,/nyJKZrBXSE5ydGKIY+VGbOg9rKMzeydY83O8V1y4jU=
T0aJ7xmDPBaqhhLPpZP5EPK0XfPj9a1vqdKuvOmoHCI=,【基礎】平行線與幾何圖形,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,gNfvqveMYfgA/24bthu07e23yBnXcBBhU8/Zl7V5Mw4=,/nyJKZrBXSE5ydGKIY+VGbOg9rKMzeydY83O8V1y4jU=
gLNrtr7TN1errHKhgFmRSO60rwODerk6A7qT19Ickjk=,【基礎】判別平行四邊形,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,gNfvqveMYfgA/24bthu07e23yBnXcBBhU8/Zl7V5Mw4=,22meGq/d4hm0t8puJQ2wii9iYVBgCYdnT3qa6hgQKHk=
PlktFXkKNWBnU1+LuxWAGiP34j8SskGL2K20E3qCpSw=,【基礎】平行四邊形的面積問題,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,gNfvqveMYfgA/24bthu07e23yBnXcBBhU8/Zl7V5Mw4=,22meGq/d4hm0t8puJQ2wii9iYVBgCYdnT3qa6hgQKHk=
OHomudEcAveCjx9XUsIVoEyEVSJMBK9qnG3ExQydOI0=,【基礎】簡單平行四邊形問題,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,gNfvqveMYfgA/24bthu07e23yBnXcBBhU8/Zl7V5Mw4=,22meGq/d4hm0t8puJQ2wii9iYVBgCYdnT3qa6hgQKHk=
fyie57S6DAxJ8etfXPWAJOuVbzuyyPpqcr9iLyfgd9Q=,【基礎】箏形,Exercise,easy,math,junior,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,gNfvqveMYfgA/24bthu07e23yBnXcBBhU8/Zl7V5Mw4=,q7QN1yxz9jhmuhfapky9NkELzjBythU2q21v1W5LQt4=
